Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2016-05-25,88.35,89.2,87.6,88.65,88.45,918950.0,3480.0,81284855.0,156575.0,17.04,1.6,0.3
2016-05-24,87.3,87.4,83.6,86.25,85.56,1156252.0,5126.0,98927213.0,227833.0,19.7,3.8,-1.05
2016-05-23,87.55,88.4,86.3,86.95,87.54,658950.0,2881.0,57684335.0,94005.0,14.27,2.1,-0.6
2016-05-20,87.5,88.55,86.6,87.1,87.54,1006599.0,3692.0,88114788.0,211205.0,20.98,1.95,-0.4
2016-05-19,89.4,90.85,86.35,87.05,89.12,1216654.0,5086.0,108425200.0,227239.0,18.68,4.5,-2.35
2016-05-18,88.55,89.5,87.4,89.1,88.35,900775.0,3832.0,79580765.0,119491.0,13.27,2.1,0.55
2016-05-17,90.15,91.15,88.95,89.15,90.07,805839.0,3404.0,72582552.0,189478.0,23.51,2.2,-1.0
2016-05-16,89.35,90.45,88.15,89.8,89.34,865533.0,4224.0,77329505.0,154493.0,17.85,2.3,0.45
2016-05-13,93.0,93.4,88.85,89.3,90.41,1496509.0,5634.0,135297358.0,524228.0,35.03,4.55,-3.7
2016-05-12,92.25,93.8,92.0,93.4,92.87,968022.0,4750.0,89903352.0,261283.0,26.99,1.8,1.15
2016-05-11,88.2,92.8,88.2,91.6,91.79,1699846.0,8515.0,156020979.0,226887.0,13.35,4.6,3.4
2016-05-10,91.4,91.4,89.3,89.85,89.99,1235935.0,5756.0,111227563.0,316774.0,25.63,2.1,-1.55
2016-05-09,93.0,93.95,91.05,91.65,92.33,1285825.0,5890.0,118718642.0,305370.0,23.75,2.9,-1.35
2016-05-06,90.5,92.3,89.25,91.6,90.95,1673973.0,6412.0,152252249.0,551320.0,32.93,3.05,1.1
2016-05-05,91.3,93.2,88.9,90.5,90.94,1721976.0,7992.0,156594246.0,240420.0,13.96,4.3,-0.8
2016-05-04,96.5,96.5,90.8,91.3,92.82,1801077.0,8985.0,167182066.0,447411.0,24.84,5.7,-5.2
2016-05-03,99.3,100.65,96.6,96.95,98.73,1533623.0,7534.0,151417257.0,262343.0,17.11,4.05,-2.35
2016-05-02,96.4,100.65,94.95,98.65,98.8,1923255.0,9369.0,190026988.0,229384.0,11.93,5.7,2.25
2016-04-29,97.65,98.95,93.5,96.35,96.06,2637982.0,11388.0,253397834.0,665684.0,25.23,5.45,-1.3
2016-04-28,101.4,102.5,96.5,96.9,98.52,1624066.0,8926.0,159997466.0,734546.0,45.23,6.0,-4.5
2016-04-27,103.35,104.4,101.2,101.75,102.44,946965.0,5157.0,97007430.0,248700.0,26.26,3.2,-1.6
2016-04-26,99.25,103.4,99.1,103.15,102.28,1333826.0,8268.0,136417196.0,300154.0,22.5,4.3,3.9
2016-04-25,101.05,101.5,96.6,98.3,98.13,853811.0,5803.0,83785942.0,178776.0,20.94,4.9,-2.75
2016-04-22,101.5,102.7,100.6,100.95,101.7,689803.0,3823.0,70150868.0,116743.0,16.92,2.1,-0.55
2016-04-21,102.0,104.2,100.7,101.55,102.32,1241154.0,6267.0,126988979.0,219083.0,17.65,3.5,-0.45
2016-04-20,99.35,102.35,98.1,101.75,100.7,2647173.0,13488.0,266565591.0,612725.0,23.15,4.25,2.4
2016-04-18,96.9,97.55,94.5,97.1,96.71,1027782.0,5176.0,99399367.0,225045.0,21.9,3.05,0.2
2016-04-13,92.7,97.7,92.7,96.3,96.07,2198704.0,12293.0,211235811.0,603194.0,27.43,5.0,3.6
2016-04-12,91.6,93.15,90.25,91.9,91.85,1296064.0,6062.0,119043803.0,149958.0,11.57,2.9,0.3
2016-04-11,88.0,93.15,88.0,92.35,90.85,1486378.0,7231.0,135035456.0,414872.0,27.91,5.15,4.35
2016-04-08,87.5,89.5,86.1,87.85,88.29,691664.0,3828.0,61066096.0,68590.0,9.92,3.4,0.35
2016-04-07,89.0,89.5,86.85,87.2,87.77,775941.0,3628.0,68105947.0,110452.0,14.23,2.65,-1.8
2016-04-06,85.9,89.7,85.55,88.95,88.46,1672072.0,9951.0,147903788.0,528137.0,31.59,4.15,3.05
2016-04-05,88.95,89.35,84.25,84.9,86.51,1415481.0,5631.0,122448947.0,311506.0,22.01,5.1,-4.05
2016-04-04,87.0,90.6,86.45,89.1,89.21,1335908.0,6289.0,119177145.0,183239.0,13.72,4.15,2.1
2016-04-01,87.9,87.9,86.05,86.65,86.81,883036.0,5511.0,76655928.0,182325.0,20.65,1.85,-1.25
2016-03-31,87.85,88.6,86.5,87.9,87.56,844081.0,3533.0,73911215.0,108314.0,12.83,2.1,0.05
2016-03-30,85.55,89.25,85.25,88.05,87.6,1715161.0,7479.0,150253435.0,435036.0,25.36,4.0,2.5
2016-03-29,84.5,85.95,83.5,84.4,84.99,1530219.0,5611.0,130057130.0,282504.0,18.46,2.45,-0.1
2016-03-28,92.25,92.7,82.9,83.35,86.41,2280374.0,10132.0,197036533.0,565966.0,24.82,9.8,-8.9
2016-03-23,88.0,91.65,87.9,91.25,90.58,2444170.0,10852.0,221389316.0,493357.0,20.19,3.75,3.25
2016-03-22,86.75,87.75,84.95,87.0,86.21,921233.0,3836.0,79419897.0,235837.0,25.6,2.8,0.25
2016-03-21,86.0,87.0,84.35,85.95,85.76,1127298.0,4747.0,96677078.0,193586.0,17.17,2.65,-0.05
2016-03-18,82.3,85.5,82.0,85.1,84.01,1509078.0,6267.0,126781726.0,393766.0,26.09,3.5,2.8
2016-03-17,82.6,83.75,80.7,81.0,82.1,782967.0,3888.0,64283567.0,172603.0,22.04,3.05,-1.6
2016-03-16,83.65,84.05,79.45,81.45,81.01,1279727.0,5501.0,103669944.0,262307.0,20.5,4.6,-2.2
2016-03-15,85.0,86.0,83.6,83.9,84.74,1032126.0,4746.0,87464085.0,138850.0,13.45,2.4,-1.1
2016-03-14,84.5,85.95,84.2,84.75,84.8,703719.0,2986.0,59678508.0,123012.0,17.48,1.75,0.25
2016-03-11,84.0,84.7,81.55,83.45,83.36,1389282.0,5009.0,115815224.0,126568.0,9.11,3.15,-0.55
2016-03-10,81.7,85.55,81.6,83.65,83.98,1981627.0,9105.0,166410253.0,290862.0,14.68,3.95,1.95
2016-03-09,80.5,81.4,79.0,81.2,80.29,1108922.0,5162.0,89039412.0,133165.0,12.01,2.4,0.7
2016-03-08,79.95,84.2,79.9,83.1,82.88,2097961.0,12219.0,173876628.0,596355.0,28.43,4.3,3.15
2016-03-04,79.5,81.9,77.65,79.35,79.83,2025417.0,8361.0,161692194.0,449087.0,22.17,4.25,-0.15
2016-03-03,76.15,79.75,75.55,79.3,78.24,2934324.0,10280.0,229586917.0,924360.0,31.5,4.2,3.15
2016-03-02,71.7,76.9,71.55,74.8,74.92,2195421.0,9206.0,164485379.0,527645.0,24.03,5.35,3.1
2016-03-01,69.05,70.5,68.6,70.2,69.54,2358423.0,4534.0,163992959.0,1386468.0,58.79,1.9,1.15
2016-02-29,70.05,70.75,66.85,68.65,69.69,3386141.0,6582.0,235993926.0,1805807.0,53.33,3.9,-1.4
2016-02-26,68.2,69.9,66.25,69.45,68.32,1248115.0,4253.0,85276202.0,226524.0,18.15,3.65,1.25
2016-02-25,67.1,68.0,66.5,67.2,67.4,856467.0,2757.0,57723913.0,108768.0,12.7,1.5,0.1
2016-02-24,68.05,68.45,66.0,66.4,67.33,958512.0,3227.0,64539475.0,179000.0,18.67,2.45,-1.65
2016-02-23,70.0,71.8,67.8,68.45,69.65,1689399.0,5340.0,117661288.0,252459.0,14.94,4.0,-1.55
2016-02-22,69.9,70.5,68.85,69.5,69.55,751423.0,2660.0,52258385.0,82962.0,11.04,1.65,-0.4
2016-02-19,68.5,69.9,67.5,69.1,68.97,1019430.0,3599.0,70311176.0,110326.0,10.82,2.4,0.6
2016-02-18,67.6,70.05,67.3,68.9,68.81,2098905.0,8959.0,144435176.0,543554.0,25.9,2.75,1.3
2016-02-17,65.0,66.35,61.65,65.95,64.07,1408891.0,4799.0,90273882.0,182799.0,12.97,4.7,0.95
2016-02-16,68.2,68.6,64.55,64.9,66.38,1476133.0,4680.0,97988688.0,265318.0,17.97,4.05,-3.3
2016-02-15,63.0,68.4,62.45,66.85,66.02,1807014.0,7257.0,119304358.0,338569.0,18.74,5.95,3.85
2016-02-12,65.0,66.0,58.85,61.0,60.99,2238141.0,7516.0,136506375.0,466333.0,20.84,7.15,-4.0
2016-02-11,67.8,67.8,63.0,63.65,64.98,1755412.0,5807.0,114071778.0,438466.0,24.98,4.8,-4.15
2016-02-10,70.1,70.6,65.1,67.0,67.28,2109433.0,9703.0,141920864.0,427203.0,20.25,5.5,-3.1
2016-02-09,68.65,70.8,67.6,69.95,69.26,2168804.0,7302.0,150203640.0,381469.0,17.59,3.2,1.3
2016-02-08,71.55,71.95,69.4,69.7,70.58,906514.0,3050.0,63981444.0,195990.0,21.62,2.55,-1.85
2016-02-05,69.0,72.1,68.8,71.35,70.94,1797895.0,5662.0,127539113.0,235391.0,13.09,3.3,2.35
2016-02-04,67.95,70.4,67.2,68.65,68.96,1253476.0,4307.0,86442220.0,337553.0,26.93,3.2,0.7
2016-02-03,67.9,68.0,66.35,66.65,67.21,1287296.0,5100.0,86514546.0,287610.0,22.34,1.65,-1.25
2016-02-02,72.0,72.0,68.25,68.6,70.18,1364237.0,4003.0,95748671.0,307576.0,22.55,3.75,-3.4
2016-02-01,70.55,71.6,70.35,71.1,71.03,943640.0,3860.0,67026744.0,258887.0,27.43,1.25,0.55
2016-01-29,70.0,71.2,68.85,70.55,70.19,1437618.0,4912.0,100904061.0,231182.0,16.08,2.35,0.55
2016-01-28,71.4,71.45,69.3,69.75,70.49,834013.0,3956.0,58786503.0,273417.0,32.78,2.15,-1.65
2016-01-27,72.5,72.6,71.0,71.25,71.7,729219.0,3449.0,52283392.0,151751.0,20.81,1.6,-1.25
2016-01-25,72.95,73.5,71.85,72.05,72.52,776054.0,2919.0,56281208.0,165604.0,21.34,1.65,-0.9
2016-01-22,69.3,72.95,69.3,72.35,71.42,1344647.0,5759.0,96031567.0,258473.0,19.22,3.65,3.05
2016-01-21,69.0,69.35,66.8,68.3,68.34,1570003.0,4450.0,107287886.0,225665.0,14.37,2.55,-0.7
2016-01-20,71.0,71.25,66.5,67.7,68.49,1603987.0,6311.0,109856753.0,418164.0,26.07,4.75,-3.3
2016-01-19,71.7,73.85,71.0,71.8,72.42,914548.0,3242.0,66229623.0,185497.0,20.28,2.85,0.1
2016-01-18,71.0,73.4,70.0,71.2,71.55,1410871.0,4706.0,100945136.0,194423.0,13.78,3.4,0.2
2016-01-15,75.75,75.75,71.4,71.9,73.52,945292.0,3785.0,69498536.0,304434.0,32.21,4.35,-3.85
2016-01-14,75.8,76.05,73.45,74.65,74.77,1177321.0,4777.0,88023943.0,177664.0,15.09,2.6,-1.15
2016-01-13,76.25,77.5,74.45,76.9,76.22,1229414.0,4811.0,93701034.0,180051.0,14.65,3.05,0.65
2016-01-12,78.6,78.6,75.05,75.5,76.54,1266202.0,4467.0,96909783.0,290469.0,22.94,3.55,-3.1
2016-01-11,76.0,78.45,74.35,77.85,76.24,2079498.0,7201.0,158531216.0,253223.0,12.18,4.1,1.85
2016-01-08,78.0,78.2,75.35,76.9,76.93,3442377.0,4584.0,264807331.0,2276459.0,66.13,2.85,-1.1
2016-01-07,78.55,79.25,76.3,76.7,77.47,1558263.0,5458.0,120723287.0,492121.0,31.58,2.95,-1.85
2016-01-06,82.9,82.9,79.85,80.5,81.22,927193.0,2934.0,75310988.0,206852.0,22.31,3.05,-2.4
2016-01-05,82.45,83.95,80.7,82.8,82.28,1544249.0,5388.0,127055769.0,157640.0,10.21,3.25,0.35
2016-01-04,85.0,85.8,80.4,80.85,83.13,1469904.0,4757.0,122193240.0,305438.0,20.78,5.4,-4.15
2016-01-01,85.0,85.15,84.1,84.85,84.72,393378.0,1626.0,33328647.0,64609.0,16.42,1.05,-0.15
