Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2020-06-02,142.5,143.5,138.9,141.15,141.02,515074.0,4031.0,72633642.0,50218.0,9.75,4.6,-1.35
2020-06-01,140.0,145.55,138.6,139.15,142.66,680493.0,5233.0,97077582.0,122418.0,17.99,6.95,-0.85
2020-05-29,136.05,141.15,134.55,139.0,137.31,541157.0,3454.0,74305565.0,49436.0,9.14,6.6,2.95
2020-05-28,135.0,139.35,134.25,138.4,137.7,882334.0,5926.0,121495146.0,87358.0,9.9,5.1,3.4
2020-05-27,130.05,134.7,130.0,133.25,133.27,1085289.0,7629.0,144637243.0,131820.0,12.15,4.7,3.2
2020-05-26,125.0,130.35,125.0,129.15,129.11,650948.0,5748.0,84041153.0,77795.0,11.95,5.35,4.15
2020-05-22,126.5,126.5,123.65,124.9,124.76,740116.0,4447.0,92333921.0,90414.0,12.22,2.85,-1.6
2020-05-21,121.55,130.5,120.75,129.55,127.18,1154660.0,9049.0,146844323.0,228016.0,19.75,9.75,8.0
2020-05-20,116.5,121.9,116.5,120.85,119.39,279559.0,3440.0,33377190.0,70313.0,25.15,5.4,4.35
2020-05-19,117.3,120.25,116.3,117.35,118.56,397975.0,2646.0,47185679.0,67155.0,16.87,3.95,0.05
2020-05-18,121.2,121.2,114.35,115.3,116.48,671015.0,3851.0,78160743.0,109524.0,16.32,6.85,-5.9
2020-05-15,118.9,120.75,117.6,119.2,119.42,629181.0,4930.0,75139168.0,70808.0,11.25,3.15,0.3
2020-05-14,119.8,120.85,117.0,117.25,118.29,491741.0,4114.0,58166733.0,154147.0,31.35,3.85,-2.55
2020-05-13,126.0,126.95,121.7,123.5,124.03,548597.0,3913.0,68041000.0,112688.0,20.54,5.25,-2.5
2020-05-12,118.0,122.5,116.5,121.2,119.46,595393.0,5522.0,71123995.0,90336.0,15.17,6.0,3.2
2020-05-11,119.8,121.35,117.6,119.8,120.14,483243.0,3636.0,58055015.0,82680.0,17.11,3.75,0.0
2020-05-08,123.5,123.65,116.0,117.05,119.92,797432.0,6000.0,95629280.0,151122.0,18.95,7.65,-6.45
2020-05-07,115.2,122.1,115.2,117.55,119.35,568198.0,3820.0,67816257.0,98802.0,17.39,6.9,2.35
2020-05-06,117.8,120.6,115.6,118.6,118.42,626794.0,4569.0,74222827.0,90213.0,14.39,5.0,0.8
2020-05-05,120.5,120.75,115.0,115.75,117.65,926425.0,6532.0,108989864.0,117042.0,12.63,5.75,-4.75
2020-05-04,124.5,124.5,114.7,115.85,116.83,1274671.0,10761.0,148924551.0,321403.0,25.21,9.8,-8.65
2020-04-30,120.45,132.05,119.6,130.25,126.42,1864166.0,14051.0,235661860.0,509196.0,27.31,12.45,9.8
2020-04-29,110.0,117.55,108.5,116.3,115.07,2267867.0,10724.0,260958984.0,238202.0,10.5,9.05,6.3
2020-04-28,109.9,110.7,106.8,108.75,108.41,1784236.0,9541.0,193423248.0,807794.0,45.27,3.9,-1.15
2020-04-27,108.7,109.6,105.65,108.25,107.82,519547.0,3757.0,56019159.0,68942.0,13.27,3.95,-0.45
2020-04-24,110.8,110.8,102.9,103.65,106.51,934938.0,8672.0,99579664.0,410829.0,43.94,7.9,-7.15
2020-04-23,109.9,113.2,108.45,111.2,111.37,1045342.0,4740.0,116416247.0,122555.0,11.72,4.75,1.3
2020-04-22,107.7,108.75,102.85,108.3,105.71,665048.0,4843.0,70300913.0,196528.0,29.55,5.9,0.6
2020-04-21,114.55,115.0,105.9,107.1,107.48,720676.0,7695.0,77461716.0,248594.0,34.49,9.1,-7.45
2020-04-20,125.0,125.75,115.9,116.55,119.41,856423.0,9163.0,102262966.0,307935.0,35.96,9.85,-8.45
2020-04-17,123.25,125.4,119.2,124.05,122.52,625596.0,6295.0,76650920.0,132388.0,21.16,6.2,0.8
2020-04-16,119.0,121.9,114.45,120.65,118.63,709776.0,6087.0,84197266.0,141517.0,19.94,7.45,1.65
2020-04-15,119.25,123.95,113.85,115.05,118.92,2437894.0,18298.0,289916074.0,1060347.0,43.49,10.1,-4.2
2020-04-13,109.8,114.35,105.15,113.8,110.29,1029819.0,6892.0,113583178.0,112909.0,10.96,9.2,4.0
2020-04-09,105.0,109.0,102.0,107.55,104.87,654694.0,4622.0,68654580.0,76247.0,11.65,7.0,2.55
2020-04-08,100.6,111.6,99.0,101.0,104.76,1565126.0,9475.0,163955880.0,360439.0,23.03,12.6,0.4
2020-04-07,92.5,106.65,90.0,104.65,98.16,1314437.0,6685.0,129022573.0,158083.0,12.03,16.65,12.15
2020-04-03,94.0,94.0,88.5,88.9,89.68,361247.0,3730.0,32397087.0,118650.0,32.84,5.5,-5.1
2020-04-01,95.0,95.05,91.05,91.7,91.92,412677.0,2541.0,37931902.0,167537.0,40.6,4.0,-3.3
2020-03-31,91.5,97.3,91.15,95.65,94.54,466967.0,3870.0,44145311.0,81024.0,17.35,6.15,4.15
2020-03-30,91.5,91.5,86.7,88.75,89.15,292872.0,1935.0,26109824.0,68606.0,23.43,4.8,-2.75
2020-03-27,96.5,99.05,90.35,91.5,94.2,319522.0,2763.0,30100181.0,103598.0,32.42,8.7,-5.0
2020-03-26,99.5,99.5,92.4,94.55,94.72,358008.0,3246.0,33910769.0,80042.0,22.36,7.1,-4.95
2020-03-25,89.4,97.15,88.9,94.75,93.63,411154.0,3311.0,38497723.0,56205.0,13.67,8.25,5.35
2020-03-24,91.9,94.55,85.25,88.8,88.23,457075.0,3333.0,40329778.0,84757.0,18.54,9.3,-3.1
2020-03-23,101.0,108.0,85.05,87.95,90.81,468564.0,5346.0,42550752.0,138267.0,29.51,22.95,-13.05
2020-03-20,103.75,107.65,99.0,105.45,103.72,645912.0,4287.0,66995179.0,66292.0,10.26,8.65,1.7
2020-03-19,107.0,107.8,98.15,99.6,104.51,1019774.0,9018.0,106578661.0,310608.0,30.46,9.65,-7.4
2020-03-18,119.7,119.7,108.15,109.3,113.2,490745.0,3927.0,55551217.0,189829.0,38.68,11.55,-10.4
2020-03-17,115.6,120.5,113.7,115.2,117.49,376027.0,5123.0,44179705.0,56268.0,14.96,6.8,-0.4
2020-03-16,123.8,128.9,114.45,115.55,122.21,599275.0,6886.0,73234613.0,119983.0,20.02,14.45,-8.25
2020-03-13,111.5,129.75,102.15,127.25,116.19,715355.0,4831.0,83115475.0,81204.0,11.35,27.6,15.75
2020-03-12,131.0,131.0,118.05,120.0,125.41,542177.0,5910.0,67994891.0,159901.0,29.49,12.95,-11.0
2020-03-11,147.0,147.0,137.2,138.0,139.84,644704.0,3341.0,90156003.0,327892.0,50.86,9.8,-9.0
2020-03-09,144.5,145.75,140.35,143.2,143.27,253344.0,3363.0,36297465.0,48220.0,19.03,5.4,-1.3
2020-03-06,150.05,151.3,140.7,150.15,149.01,565369.0,3823.0,84243635.0,258129.0,45.66,10.6,0.1
2020-03-05,164.5,167.8,154.85,155.55,158.71,320189.0,5909.0,50816327.0,106818.0,33.36,12.95,-8.95
2020-03-04,158.15,161.65,157.0,160.7,159.36,298878.0,2637.0,47630600.0,28186.0,9.43,4.65,2.55
2020-03-03,151.75,160.3,151.0,159.3,155.75,472850.0,4231.0,73645738.0,95231.0,20.14,9.3,7.55
2020-03-02,158.9,161.4,146.85,149.85,154.89,281394.0,2864.0,43586459.0,57216.0,20.33,14.55,-9.05
2020-02-28,162.2,162.3,154.05,156.35,158.61,358161.0,2877.0,56806227.0,74487.0,20.8,8.25,-5.85
2020-02-27,169.0,170.2,166.2,168.35,167.95,185714.0,1884.0,31190253.0,25830.0,13.91,4.0,-0.65
2020-02-26,174.0,174.0,167.9,169.9,170.13,366359.0,2054.0,62329444.0,55482.0,15.14,6.1,-4.1
2020-02-25,180.0,181.3,174.1,174.45,177.27,213699.0,2113.0,37882545.0,48968.0,22.91,7.2,-5.55
2020-02-24,189.0,189.0,178.0,178.95,180.64,373171.0,2887.0,67409214.0,57329.0,15.36,11.0,-10.05
2020-02-20,190.6,191.0,185.55,189.85,189.28,298880.0,1730.0,56572374.0,40347.0,13.5,5.45,-0.75
2020-02-19,184.0,188.45,184.0,188.1,186.73,240355.0,1051.0,44881380.0,25892.0,10.77,4.45,4.1
2020-02-18,189.85,189.85,181.9,184.5,185.72,156949.0,1264.0,29147887.0,27649.0,17.62,7.95,-5.35
2020-02-17,197.0,197.0,189.75,190.15,191.71,53567.0,527.0,10269076.0,13479.0,25.16,7.25,-6.85
2020-02-14,196.8,197.0,193.5,193.85,195.37,121812.0,1011.0,23798950.0,16286.0,13.37,3.5,-2.95
2020-02-13,194.5,196.95,192.5,195.35,194.98,207774.0,1706.0,40511115.0,27102.0,13.04,4.45,0.85
2020-02-12,194.8,196.35,191.2,193.8,194.47,639429.0,3353.0,124349882.0,107094.0,16.75,5.15,-1.0
2020-02-11,192.35,196.9,192.3,193.55,194.89,329366.0,2038.0,64191427.0,39425.0,11.97,4.6,1.2
2020-02-10,198.0,198.0,189.7,190.8,192.29,120341.0,1192.0,23140885.0,25293.0,21.02,8.3,-7.2
2020-02-07,193.9,198.25,193.0,197.35,196.94,199910.0,1305.0,39370727.0,32348.0,16.18,5.25,3.45
2020-02-06,196.25,197.15,192.9,194.0,194.8,105506.0,1367.0,20552128.0,20277.0,19.22,4.25,-2.25
2020-02-05,189.4,197.5,188.5,196.25,193.44,273552.0,2108.0,52914643.0,59113.0,21.61,9.0,6.85
2020-02-04,183.0,189.7,183.0,189.4,187.64,330837.0,2807.0,62078700.0,89282.0,26.99,6.7,6.4
2020-02-03,184.0,185.55,180.35,181.8,182.48,205815.0,2214.0,37556469.0,41422.0,20.13,5.2,-2.2
2020-02-01,189.75,189.8,183.0,184.55,186.6,245336.0,2046.0,45779184.0,31615.0,12.89,6.8,-5.2
2020-01-31,196.95,196.95,188.25,189.2,191.24,188421.0,1711.0,36034448.0,42507.0,22.56,8.7,-7.75
2020-01-30,197.15,197.7,192.75,193.55,195.22,234251.0,2253.0,45730530.0,54017.0,23.06,4.95,-3.6
2020-01-29,197.55,200.4,197.05,197.8,198.7,276079.0,2555.0,54856186.0,43784.0,15.86,3.35,0.25
2020-01-28,199.9,199.9,194.25,196.0,196.89,179352.0,1901.0,35312373.0,35950.0,20.04,5.65,-3.9
2020-01-27,203.0,203.0,197.2,198.15,199.77,258682.0,2694.0,51675817.0,66348.0,25.65,5.8,-4.85
2020-01-24,204.65,207.65,202.35,205.35,205.58,144140.0,2223.0,29631675.0,18632.0,12.93,5.3,0.7
2020-01-23,204.0,205.3,202.8,204.5,203.96,419841.0,2260.0,85630933.0,222573.0,53.01,2.5,0.5
2020-01-22,205.9,207.65,203.0,203.35,205.38,194501.0,1582.0,39946386.0,30531.0,15.7,4.65,-2.55
2020-01-21,205.3,208.5,204.75,205.25,206.12,153003.0,1592.0,31537743.0,41380.0,27.05,3.75,-0.05
2020-01-20,210.7,210.8,206.9,207.25,208.36,115975.0,847.0,24163981.0,24518.0,21.14,3.9,-3.45
2020-01-17,209.05,212.0,208.45,210.0,210.33,230741.0,1776.0,48531973.0,46040.0,19.95,3.55,0.95
2020-01-16,214.0,214.0,209.05,209.6,210.58,240673.0,1614.0,50682077.0,27254.0,11.32,4.95,-4.4
2020-01-15,209.0,214.9,209.0,213.7,213.38,533750.0,2543.0,113894004.0,277141.0,51.92,5.9,4.7
2020-01-14,212.0,214.6,210.85,211.85,212.18,604060.0,2013.0,128170021.0,398601.0,65.99,3.75,-0.15
2020-01-13,215.0,215.0,209.6,211.1,211.05,906338.0,3210.0,191281592.0,672211.0,74.17,5.4,-3.9
2020-01-10,212.55,214.15,210.25,211.3,212.44,1226934.0,3843.0,260645954.0,864250.0,70.44,3.9,-1.25
2020-01-09,211.9,211.9,208.95,210.6,210.48,227107.0,2106.0,47801047.0,54909.0,24.18,2.95,-1.3
2020-01-08,206.8,208.55,204.5,207.3,206.39,242997.0,1633.0,50152329.0,27462.0,11.3,4.05,0.5
2020-01-07,210.0,213.25,207.7,208.75,210.26,259941.0,2202.0,54655989.0,51361.0,19.76,5.55,-1.25
2020-01-06,215.45,215.45,208.0,209.25,210.95,326713.0,1831.0,68921593.0,44002.0,13.47,7.45,-6.2
2020-01-03,219.45,219.95,216.05,216.35,217.55,461690.0,2890.0,100440520.0,145952.0,31.61,3.9,-3.1
2020-01-02,215.5,221.2,215.5,220.2,217.7,1454077.0,6809.0,316559758.0,1070759.0,73.64,5.7,4.7
2020-01-01,216.1,217.45,213.3,214.3,214.86,264490.0,1596.0,56827137.0,37046.0,14.01,4.15,-1.8
2019-12-31,217.5,219.4,215.55,216.1,217.4,789873.0,1891.0,171721053.0,559155.0,70.79,3.85,-1.4
2019-12-30,216.95,219.15,211.25,218.05,213.2,985516.0,3548.0,210110860.0,603163.0,61.2,7.9,1.1
2019-12-27,215.95,217.15,214.4,215.4,215.18,1613579.0,3502.0,347214274.0,1277665.0,79.18,2.75,-0.55
2019-12-26,216.85,217.6,214.5,215.0,215.49,380200.0,2037.0,81927459.0,139725.0,36.75,3.1,-1.85
2019-12-24,217.8,218.0,215.25,216.15,216.54,236755.0,1764.0,51267535.0,32754.0,13.83,2.75,-1.65
2019-12-23,217.0,219.35,213.4,214.9,216.23,263984.0,2093.0,57081960.0,61744.0,23.39,5.95,-2.1
2019-12-20,216.6,218.05,214.85,215.5,216.59,261979.0,1810.0,56742240.0,54342.0,20.74,3.2,-1.1
2019-12-19,213.95,217.3,211.15,216.4,214.28,231905.0,1794.0,49692932.0,40291.0,17.37,6.15,2.45
2019-12-18,214.4,215.5,212.35,213.5,214.04,435159.0,3341.0,93142759.0,65103.0,14.96,3.15,-0.9
2019-12-17,208.7,214.7,207.0,213.7,212.17,423282.0,3629.0,89806808.0,71288.0,16.84,7.7,5.0
2019-12-16,210.0,211.65,206.15,206.6,208.78,295240.0,2069.0,61640299.0,50778.0,17.2,5.5,-3.4
2019-12-13,205.75,209.0,205.35,208.35,207.35,584001.0,3937.0,121091958.0,289809.0,49.62,3.65,2.6
2019-12-12,198.45,204.15,197.1,201.25,201.77,294393.0,2085.0,59399024.0,48091.0,16.34,7.05,2.8
2019-12-11,199.7,199.95,194.75,196.65,196.95,153828.0,1261.0,30296068.0,25757.0,16.74,5.2,-3.05
2019-12-10,199.0,200.5,197.75,198.9,199.12,153215.0,1701.0,30508855.0,15519.0,10.13,2.75,-0.1
2019-12-09,198.65,202.15,197.1,198.7,200.02,230876.0,1886.0,46180449.0,27924.0,12.09,5.05,0.05
2019-12-06,199.2,200.6,195.75,197.8,197.8,171588.0,1361.0,33939545.0,20836.0,12.14,4.85,-1.4
2019-12-05,199.9,201.4,197.35,198.35,199.46,212408.0,1451.0,42366142.0,24217.0,11.4,4.05,-1.55
2019-12-04,194.9,201.65,193.0,201.05,197.55,264276.0,1702.0,52207597.0,25792.0,9.76,8.65,6.15
2019-12-03,201.0,201.0,194.7,195.95,196.27,300454.0,1742.0,58971317.0,74095.0,24.66,6.3,-5.05
2019-12-02,200.35,202.5,198.7,200.75,200.49,240092.0,1910.0,48136712.0,26660.0,11.1,3.8,0.4
2019-11-29,204.95,204.95,196.65,200.25,199.89,361957.0,2745.0,72350857.0,43276.0,11.96,8.3,-4.7
2019-11-28,202.05,205.3,200.15,204.0,203.39,285226.0,2225.0,58011112.0,41463.0,14.54,5.15,1.95
2019-11-27,199.85,203.6,199.6,202.95,202.04,292405.0,2141.0,59078295.0,47136.0,16.12,4.0,3.1
2019-11-26,200.0,202.9,197.7,198.75,199.9,509195.0,5524.0,101790503.0,194487.0,38.19,5.2,-1.25
2019-11-25,191.8,200.5,190.35,199.3,197.52,1001268.0,4231.0,197767243.0,69682.0,6.96,10.15,7.5
2019-11-22,187.05,191.25,187.05,190.15,189.37,178496.0,1333.0,33800948.0,19094.0,10.7,4.2,3.1
2019-11-21,190.0,192.85,188.05,188.6,190.46,290975.0,2375.0,55417898.0,56621.0,19.46,4.8,-1.4
2019-11-20,194.55,194.55,190.25,190.85,191.6,619122.0,2058.0,118625214.0,24532.0,3.96,4.3,-3.7
2019-11-19,194.75,194.75,190.7,192.25,192.03,155843.0,1095.0,29926050.0,17019.0,10.92,4.05,-2.5
2019-11-18,187.75,194.8,187.45,193.35,192.44,655097.0,2479.0,126066985.0,346730.0,52.93,7.35,5.6
2019-11-15,189.0,190.1,187.05,187.75,188.54,139596.0,812.0,26319868.0,16718.0,11.98,3.05,-1.25
2019-11-14,193.95,193.95,187.85,188.45,189.47,178311.0,2003.0,33784303.0,45132.0,25.31,6.1,-5.5
2019-11-13,197.05,201.9,192.5,193.2,197.58,371128.0,2321.0,73329238.0,39898.0,10.75,9.4,-3.85
2019-11-11,201.5,203.7,199.55,200.4,201.1,226976.0,1294.0,45644055.0,40528.0,17.86,4.15,-1.1
2019-11-08,205.3,207.0,203.1,204.0,205.59,777801.0,4380.0,159908086.0,400751.0,51.52,3.9,-1.3
2019-11-07,203.0,207.3,199.25,205.35,205.75,1431750.0,3855.0,294576720.0,958339.0,66.93,8.05,2.35
2019-11-06,199.0,203.6,197.7,201.5,201.02,464776.0,3207.0,93431173.0,159634.0,34.35,5.9,2.5
2019-11-05,199.0,202.7,197.3,198.6,200.23,399268.0,2738.0,79945528.0,86355.0,21.63,5.4,-0.4
2019-11-04,195.0,204.15,195.0,197.8,200.42,420359.0,2976.0,84248452.0,70468.0,16.76,9.15,2.8
2019-11-01,188.05,194.25,187.35,193.75,191.64,280013.0,2057.0,53662572.0,48006.0,17.14,6.9,5.7
2019-10-31,188.0,190.75,186.7,188.05,188.88,251844.0,1613.0,47567055.0,45335.0,18.0,4.05,0.05
2019-10-30,187.0,189.35,184.5,187.2,186.98,223808.0,1373.0,41848572.0,26990.0,12.06,4.85,0.2
2019-10-29,183.0,188.15,183.0,184.2,185.76,353750.0,2600.0,65710958.0,68741.0,19.43,5.15,1.2
2019-10-27,183.0,183.05,181.8,182.3,182.56,17382.0,186.0,3173229.0,8661.0,49.83,1.25,-0.7
2019-10-25,181.3,183.45,181.0,181.8,182.21,155888.0,933.0,28404761.0,24076.0,15.44,2.45,0.5
2019-10-24,186.0,186.45,180.65,181.3,183.51,200459.0,1246.0,36786554.0,44076.0,21.99,5.8,-4.7
2019-10-23,186.0,187.5,184.1,185.1,186.1,404860.0,1584.0,75344793.0,214341.0,52.94,3.4,-0.9
2019-10-22,187.4,190.95,185.2,185.85,188.04,653216.0,2900.0,122833919.0,175605.0,26.88,5.75,-1.55
2019-10-18,189.0,191.25,186.75,187.4,188.68,192148.0,1104.0,36254426.0,28963.0,15.07,4.5,-1.6
2019-10-17,186.4,189.7,182.4,188.85,185.53,278664.0,2138.0,51701743.0,50191.0,18.01,7.3,2.45
2019-10-16,192.5,193.65,187.2,188.2,188.78,187560.0,1048.0,35407282.0,42469.0,22.64,6.45,-4.3
2019-10-15,188.0,195.35,186.0,192.5,190.45,336090.0,1708.0,64006784.0,78385.0,23.32,9.35,4.5
2019-10-14,190.0,191.05,187.05,188.8,189.79,640974.0,2203.0,121651062.0,365972.0,57.1,4.0,-1.2
2019-10-11,184.95,189.05,183.8,187.15,186.75,412628.0,1759.0,77059197.0,57023.0,13.82,5.25,2.2
2019-10-10,185.1,185.1,181.95,182.35,183.12,165762.0,852.0,30354107.0,49589.0,29.92,3.15,-2.75
2019-10-09,182.0,186.95,181.15,186.0,184.15,218836.0,1130.0,40299290.0,51820.0,23.68,5.8,4.0
2019-10-07,184.0,185.05,181.3,182.3,183.12,259184.0,1183.0,47461729.0,36908.0,14.24,3.75,-1.7
2019-10-04,184.0,185.75,181.65,182.15,183.88,311752.0,1355.0,57324770.0,22134.0,7.1,4.1,-1.85
2019-10-03,187.5,188.0,180.05,182.6,183.07,407591.0,2179.0,74618202.0,35634.0,8.74,7.95,-4.9
2019-10-01,191.3,194.5,187.0,189.6,190.47,308504.0,1444.0,58761330.0,23005.0,7.46,7.5,-1.7
2019-09-30,189.75,191.8,184.65,191.3,187.93,189943.0,1122.0,35695129.0,30777.0,16.2,7.15,1.55
2019-09-27,196.5,196.5,189.55,190.9,190.99,400687.0,1869.0,76525625.0,173527.0,43.31,6.95,-5.6
2019-09-26,191.1,196.4,190.8,195.9,194.74,238956.0,1222.0,46534621.0,26963.0,11.28,5.6,4.8
2019-09-25,196.8,196.8,188.8,190.0,192.21,293125.0,2227.0,56340091.0,52358.0,17.86,8.0,-6.8
2019-09-24,198.5,202.25,196.05,197.95,198.76,342453.0,2030.0,68066669.0,43960.0,12.84,6.2,-0.55
2019-09-23,203.0,206.85,198.1,200.3,200.9,562829.0,2640.0,113069532.0,86800.0,15.42,8.75,-2.7
2019-09-20,196.15,208.15,194.85,202.15,203.52,570966.0,2974.0,116204902.0,61466.0,10.77,13.3,6.0
2019-09-19,197.0,198.8,193.2,195.9,196.1,156222.0,837.0,30634693.0,16565.0,10.6,5.6,-1.1
2019-09-18,199.0,200.75,197.15,197.95,199.17,221078.0,1562.0,44033070.0,14524.0,6.57,3.6,-1.05
2019-09-17,199.9,202.95,196.8,197.9,200.15,218982.0,1250.0,43828202.0,14181.0,6.48,6.15,-2.0
2019-09-16,199.0,201.15,198.1,200.5,199.67,156798.0,947.0,31308554.0,9787.0,6.24,3.05,1.5
2019-09-13,197.0,201.8,195.4,200.25,197.6,245608.0,1382.0,48532162.0,27326.0,11.13,6.4,3.25
2019-09-12,195.0,197.5,192.7,197.15,196.0,207010.0,1169.0,40573650.0,18255.0,8.82,4.8,2.15
2019-09-11,189.25,193.85,189.2,193.45,192.3,240855.0,1343.0,46315736.0,48466.0,20.12,4.65,4.2
2019-09-09,189.0,189.9,184.95,189.25,187.91,294618.0,1616.0,55363063.0,21344.0,7.24,4.95,0.25
2019-09-06,184.25,189.7,182.05,188.2,186.32,200197.0,1223.0,37300050.0,24837.0,12.41,7.65,3.95
2019-09-05,182.0,188.45,181.95,184.65,184.49,286546.0,1616.0,52866034.0,37594.0,13.12,6.5,2.65
2019-09-04,178.2,182.05,176.75,181.55,179.21,197175.0,1088.0,35335738.0,14508.0,7.36,5.3,3.35
2019-09-03,183.0,183.0,177.5,178.2,180.19,287270.0,1402.0,51761765.0,36579.0,12.73,5.5,-4.8
2019-08-30,182.0,187.05,181.5,184.5,184.58,436530.0,3365.0,80576376.0,42477.0,9.73,5.55,2.5
2019-08-29,176.0,180.9,175.0,179.8,177.73,471567.0,1901.0,83811706.0,164402.0,34.86,5.9,3.8
2019-08-28,181.5,181.85,176.5,178.4,178.38,259600.0,1517.0,46307807.0,22623.0,8.71,5.35,-3.1
2019-08-27,178.5,182.45,177.75,181.2,181.18,488207.0,2041.0,88454337.0,115973.0,23.75,4.7,2.7
2019-08-26,182.0,182.5,171.25,178.75,174.78,633602.0,2889.0,110739170.0,185799.0,29.32,11.25,-3.25
2019-08-23,174.0,181.4,172.3,180.1,176.92,375097.0,1938.0,66362859.0,22016.0,5.87,9.1,6.1
2019-08-22,174.6,179.2,172.75,176.6,175.84,376576.0,1814.0,66216734.0,27035.0,7.18,6.45,2.0
2019-08-21,179.5,179.5,173.85,177.05,175.86,307062.0,1585.0,54000990.0,15540.0,5.06,5.65,-2.45
2019-08-20,182.15,182.15,177.95,179.3,179.19,189224.0,1764.0,33906643.0,17907.0,9.46,4.2,-2.85
2019-08-19,180.0,182.15,177.85,181.15,180.57,227526.0,1930.0,41083722.0,13730.0,6.03,4.3,1.15
2019-08-16,178.9,181.4,173.75,179.75,177.6,382901.0,2198.0,68001939.0,56971.0,14.88,7.65,0.85
2019-08-14,177.8,181.3,176.25,180.7,179.92,432987.0,2562.0,77901213.0,136699.0,31.57,5.05,2.9
2019-08-13,175.0,180.2,173.0,176.3,176.94,531736.0,3185.0,94086342.0,45361.0,8.53,7.2,1.3
2019-08-09,182.0,184.25,173.4,176.1,179.69,941928.0,4842.0,169259365.0,187666.0,19.92,10.85,-5.9
2019-08-08,177.0,181.7,175.55,181.05,179.59,407407.0,2034.0,73166146.0,39590.0,9.72,6.15,4.05
2019-08-07,183.1,183.7,175.9,176.4,179.8,799710.0,2396.0,143789453.0,424451.0,53.08,7.8,-6.7
2019-08-06,172.7,182.5,172.6,180.7,178.74,416479.0,2169.0,74440202.0,32712.0,7.85,9.9,8.0
2019-08-05,178.65,178.65,171.7,175.95,174.43,364067.0,1826.0,63502744.0,24352.0,6.69,6.95,-2.7
2019-08-02,179.8,182.25,176.4,180.4,179.22,379718.0,1953.0,68051363.0,49596.0,13.06,5.85,0.6
2019-08-01,190.8,191.0,180.25,182.7,183.21,973604.0,4534.0,178372642.0,525032.0,53.93,10.75,-8.1
2019-07-31,187.05,191.25,184.75,190.7,189.2,486552.0,1769.0,92054494.0,128553.0,26.42,6.5,3.65
2019-07-30,192.4,194.8,188.9,190.1,191.76,363634.0,1513.0,69732109.0,141858.0,39.01,5.9,-2.3
2019-07-29,197.0,199.6,192.55,193.05,194.1,342650.0,1603.0,66507148.0,140211.0,40.92,7.05,-3.95
2019-07-26,196.5,199.3,194.8,198.05,197.53,172119.0,762.0,33999057.0,22122.0,12.85,4.5,1.55
2019-07-25,195.25,200.15,195.25,196.75,197.2,157341.0,792.0,31028170.0,12579.0,7.99,4.9,1.5
2019-07-24,202.6,203.8,195.75,197.45,198.11,423807.0,1671.0,83958897.0,238998.0,56.39,8.05,-5.15
2019-07-23,202.0,204.0,200.5,203.0,202.61,165734.0,941.0,33578612.0,13910.0,8.39,3.5,1.0
2019-07-22,196.15,205.55,194.85,202.5,200.12,511257.0,2102.0,102311049.0,220202.0,43.07,10.7,6.35
2019-07-19,200.6,203.5,195.1,196.15,199.52,642296.0,1039.0,128148191.0,522134.0,81.29,8.4,-4.45
2019-07-18,203.2,203.2,199.4,200.65,201.74,715964.0,1843.0,144441531.0,502853.0,70.23,3.8,-2.55
2019-07-17,198.95,204.05,198.05,203.45,201.78,222656.0,1258.0,44926858.0,91025.0,40.88,6.0,4.5
2019-07-16,200.6,202.65,197.6,199.05,199.2,380469.0,1927.0,75789504.0,160289.0,42.13,5.05,-1.55
2019-07-15,198.5,200.95,196.0,200.2,198.55,162735.0,863.0,32310758.0,22684.0,13.94,4.95,1.7
2019-07-12,198.0,201.35,197.4,198.95,199.36,171145.0,1026.0,34119608.0,20641.0,12.06,3.95,0.95
2019-07-11,196.5,199.05,194.9,198.45,197.58,285107.0,1353.0,56332807.0,130695.0,45.84,4.15,1.95
2019-07-10,196.0,197.25,192.6,194.6,194.74,292165.0,1647.0,56896206.0,147506.0,50.49,4.65,-1.4
2019-07-09,197.5,198.85,193.1,198.15,195.77,640415.0,3633.0,125375169.0,328252.0,51.26,5.75,0.65
2019-07-08,198.0,200.35,195.05,197.6,199.02,905345.0,2544.0,180183787.0,608945.0,67.26,5.3,-0.4
2019-07-05,206.75,206.75,198.1,198.9,201.51,1714144.0,3720.0,345422869.0,1203064.0,70.18,8.65,-7.85
2019-07-04,208.45,209.35,206.2,206.75,207.81,99154.0,709.0,20605200.0,13462.0,13.58,3.15,-1.7
2019-07-03,208.1,210.2,205.5,208.7,207.82,188323.0,1989.0,39136513.0,19843.0,10.54,4.7,0.6
2019-07-02,209.4,210.05,206.0,209.2,208.15,159511.0,2198.0,33202479.0,33341.0,20.9,4.05,-0.2
2019-07-01,208.8,210.5,207.3,208.95,208.25,551462.0,1924.0,114843895.0,372900.0,67.62,3.2,0.15
2019-06-28,206.0,207.6,203.6,207.1,206.11,121529.0,1790.0,25048569.0,19224.0,15.82,4.0,1.1
2019-06-27,210.0,210.25,205.3,206.25,207.86,332221.0,2193.0,69054405.0,115447.0,34.75,4.95,-3.75
2019-06-26,201.45,208.85,201.2,208.15,205.35,232567.0,1970.0,47757666.0,77736.0,33.43,7.65,6.7
